Description,Price Was,Price,Percent Off,Rating,Review Count,URL
"Dexnor for Apple iPhone 14 Pro Max Case, [Built in Screen Protector and Kickstand] Heavy Duty Military Grade Protection Shockproof Protective Cover for Apple iPhone 14 Pro Max - Black",$30.99,$28.99,-6.45%,3.6 out of 5 stars,3.6,https://www.amazon.ca/Dexnor-Protector-Protection-Shockproof-Protective/dp/B0BDKZR1X7/ref=sr_1_281?keywords=iPhone+14&qid=1677007662&sr=8-281
"Smasener Magnetic Case for iPhone 14 Pro Max Case [an-ti Yellow & Compatible with MagSafe] Ultra Slim Protective Translucent Matte Case Cover for iPhone 14 Pro Max 6.7"" 2022 (Black)",,$15.99,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/Smasener-Magnetic-Compatible-Protective-Translucent/dp/B0BJW6K5FN/ref=sr_1_282?keywords=iPhone+14&qid=1677007662&sr=8-282
"elago Compatible with iPhone 14 Pro Max Case, Liquid Silicone Case, Full Body Protective Cover, Shockproof, Slim Phone Case, Anti-Scratch Soft Microfiber Lining, 6.7 inch (Hot Pink)",$24.99,$17.99,-28.01%,4.5 out of 5 stars,4.5,https://www.amazon.ca/elago-Compatible-Protective-Shockproof-Anti-Scratch/dp/B0BF9KJ14W/ref=sr_1_283?keywords=iPhone+14&qid=1677007662&sr=8-283
Nvollnoe for iPhone 14 Plus Case with Sliding Camera Cover and Card Holder Heavy Duty Protective iPhone 14 Plus Case with Kickstand Ring Magnetic Phone Case for iPhone 14 Plus(Purple),,$14.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Nvollnoe-Sliding-Protective-Kickstand-Magnetic/dp/B0B7HCSXPR/ref=sr_1_284?keywords=iPhone+14&qid=1677007662&sr=8-284
"MATEPROX Compatible with iPhone 14 case Clear Thin Slim Crystal Transparent Cover Shockproof Bumper Case for iPhone 14 6.1"" 2022(Purple)",,$16.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/MATEPROX-Compatible-Crystal-Transparent-Shockproof/dp/B0B8SGHPBL/ref=sr_1_285?keywords=iPhone+14&qid=1677007662&sr=8-285
"JETech Camera Lens Protector for iPhone 14 Pro 6.1-Inch and iPhone 14 Pro Max 6.7-Inch, 9H Tempered Glass Metal Individual Ring Cover, HD Clear, 3-Pack (Deep Purple)",$11.99,$10.19,-15.01%,4.4 out of 5 stars,4.4,https://www.amazon.ca/JETech-Protector-6-1-Inch-6-7-Inch-Individual/dp/B0BK4H4Z6M/ref=sr_1_286?keywords=iPhone+14&qid=1677007662&sr=8-286
Apple iPhone 14 Pro Max Silicone Case with MagSafe - Lilac,,$69.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Apple-iPhone-Silicone-Case-MagSafe/dp/B0BDJ4H6T7/ref=sr_1_287?keywords=iPhone+14&qid=1677007662&sr=8-287
"LOHASIC Leather Case for iPhone 14 Pro Cover, Luxury Business Leather with Anti-Scratch Microfiber Lining Full Body Protective Men Cases Compatible with iPhone 14 Pro 6.1 inch - Black Gold",,$29.25,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/LOHASIC-Anti-Scratch-Microfiber-Protective-Compatible/dp/B0B8781HP4/ref=sr_1_288?keywords=iPhone+14&qid=1677007662&sr=8-288
OtterBox COMMUTER SERIES for iPhone 14 Pro - TREES COMPANY (Green),,$59.95,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/OtterBox-COMMUTER-iPhone-14-Pro/dp/B0B7QWNXJR/ref=sr_1_289?keywords=iPhone+14&qid=1677007662&sr=8-289
"MURMAZ iPhone 14 Case Clear with Design, Cute Flower Floral Design for Women Girls Hard Back and Soft Bumper Shockproof Protective Hybrid Phone Cover (Little Purple 14)",,$16.99,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/MURMAZ-iPhone-Design-Shockproof-Protective/dp/B0BJ15JVBM/ref=sr_1_290?keywords=iPhone+14&qid=1677007662&sr=8-290
"JETech [3 in 1] Case for iPhone 14 6.1-Inch, with 2-Pack Screen Protector and Camera Lens Protector, Non-Yellowing Shockproof Bumper Phone Cover, Full Coverage Tempered Glass Film (Clear)",,$16.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/JETech-6-1-Inch-Protector-Non-Yellowing-Shockproof/dp/B0B8XC267Y/ref=sr_1_291?keywords=iPhone+14&qid=1677007662&sr=8-291
"DUEDUE iPhone 14 Pro Max Case with Wristband Kickstand Holder Plating Love Heart Soft Slim Cover Shockproof Protective Phone Case for iPhone 14 Pro Max 6.7 Inch, Black",$13.99,$11.99,-14.3%,5.0 out of 5 stars,5.0,https://www.amazon.ca/DUEDUE-Wristband-Kickstand-Shockproof-Protective/dp/B0BP6PZ8GV/ref=sr_1_292?keywords=iPhone+14&qid=1677007662&sr=8-292
"JJGoo Compatible with iPhone 14 Case, Clear Glitter Sparkle Soft TPU Anti-Scratch Shockproof Protective Phone Cases Cute Slim Thin Bling Sparkly Cover for Women Girls - 6.1 inch, 2022",$8.99,$7.88,-12.35%,4.6 out of 5 stars,4.6,https://www.amazon.ca/JJGoo-Compatible-Clear-Anti-Scratch-Shockproof/dp/B0B84XWNQ7/ref=sr_1_293?keywords=iPhone+14&qid=1677007664&sr=8-293
"Acdailleo for iPhone 14 Pro Crystal Glitter Case, [Built-in Screen Protector] Hybrid PC Soft Slim TPU Bumper Shockproof Full Protective Women Girls Clear Case 6.1'' - (I14P-LJJ01)",,$9.99,0%,3.0 out of 5 stars,3.0,https://www.amazon.ca/Acdailleo-iPhone-14-Pro-Shockproof/dp/B0B7K6Y7X7/ref=sr_1_294?keywords=iPhone+14&qid=1677007664&sr=8-294
"Slim Case Compatible with iPhone 14 6.1 Inch, Ultra Thin Protective Cover Matte Finish [Anti-Scratch] Soft Phone Case for iPhone 14 6.1 Inch",$5.99,$4.99,-16.69%,4.1 out of 5 stars,4.1,https://www.amazon.ca/Compatible-iPhone-Protective-Finish-Anti-Scratch/dp/B09YQKY5PC/ref=sr_1_295?keywords=iPhone+14&qid=1677007664&sr=8-295
Caseology Skyfall Clear Case Compatible with iPhone 14 Pro Max Case 5G (2022) - Apple Red,$27.99,$19.99,-28.58%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Caseology-Skyfall-Clear-Compatible-iPhone/dp/B0B1KY5PY7/ref=sr_1_296?keywords=iPhone+14&qid=1677007664&sr=8-296
"Dreem Fibonacci 2-in-1 Wallet Case for Apple iPhone 14 Pro - Luxury Vegan Leather, Magnetic Detachable Shockproof Phone Case, RFID Card Protection, Magsafe Compatible - Royal",,$59.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Dreem-Fibonacci-Wallet-Apple-iPhone/dp/B0BDJ8LWN2/ref=sr_1_297?keywords=iPhone+14&qid=1677007664&sr=8-297
"MATEPROX Compatible with iPhone 14 Pro Max Case Bling Sparkle Cute Girls Women Protective Cases Cover for iPhone 14 Pro Max 6.7"" 2022 (Gold)",,$12.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/MATEPROX-Compatible-iPhone-Sparkle-Protective/dp/B0B8DBGZLK/ref=sr_1_298?keywords=iPhone+14&qid=1677007664&sr=8-298
"SUPCASE Unicorn Beetle Pro Case for iPhone 14 Pro 6.1"", with Built-in Screen Protector & Kickstand & Belt-Clip Heavy Duty Rugged Case (Mauve)",,$29.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/SUPCASE-Unicorn-Protector-Kickstand-Belt-Clip/dp/B0B82CRXGR/ref=sr_1_299?keywords=iPhone+14&qid=1677007664&sr=8-299
"Lanhiem for iPhone 14 Case, IP68 Waterproof Dustproof Shockproof Case with Built-in Screen Protector, Full Body Sealed Underwater Protective Cover for iPhone 14 6.1 inch(Black)",,$26.99,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/Lanhiem-Waterproof-Shockproof-Underwater-Protective/dp/B0B6HDQKP8/ref=sr_1_300?keywords=iPhone+14&qid=1677007664&sr=8-300
"Compatible for iPhone 14 Pro Max Case, Retro Cowboy Collage Howdy Country Music Vintage iPhone Case Shockproof Protective Soft TPU Case Gift for Girls Women",,$23.65,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Compatible-Collage-Country-Shockproof-Protective/dp/B0B999DSG8/ref=sr_1_301?keywords=iPhone+14&qid=1677007664&sr=8-301
"ESR Metal Kickstand Case Compatible with iPhone 14 Pro Max Case, 3 Stand Modes, Military-Grade Drop Protection, Supports Wireless Charging, Slim Flexible Back Cover with Patented Kickstand, Black",,$22.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/ESR-iPhone-Pro-Max-Military-Grade/dp/B0B6PQ1V9R/ref=sr_1_302?keywords=iPhone+14&qid=1677007664&sr=8-302
"TORRAS Shockproof Designed for iPhone 14 Pro Max Case [Mil-Grade Drop Protection][Sleek Premium Touch] Slim Protective Translucent Matte Case for iPhone 14 Pro Max Phone Case 6.7''2022, Navy Blue",$39.99,$29.99,-25.01%,5.0 out of 5 stars,5.0,https://www.amazon.ca/TORRAS-Shockproof-Protection-Protective-Translucent/dp/B0B8CN39MH/ref=sr_1_303?keywords=iPhone+14&qid=1677007664&sr=8-303
"Ailun 3 Pack Screen Protector Compatible for iPhone 14[6.1 inch] + 3 Pack Camera Lens Protector,Case Friendly Tempered Glass Film,[9H Hardness] - HD",$12.99,$11.04,-15.01%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Ailun-Protector-Compatible-Friendly-Tempered/dp/B0B76D5ZN5/ref=sr_1_304?keywords=iPhone+14&qid=1677007664&sr=8-304
"X-level Compatible iPhone 14 Case Slim Fit Ultra-Thin [Guardian Series] Soft TPU Matte Finish Coating Phone Cases Lightweight Anti-Scratch Back Cover Grip 6.1"" (2022)-Black",,$13.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/X-level-Compatible-Ultra-Thin-Lightweight-Anti-Scratch/dp/B0B6FN6GGT/ref=sr_1_305?keywords=iPhone+14&qid=1677007664&sr=8-305
"ESR Classic Kickstand Case with HaloLock Compatible with iPhone 14 Plus Case, MagSafe-Compatible Case with Stand, Military-Grade Protection, Built-in Camera Ring Stand, Scratch-Resistant Back, Clear",,$28.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/ESR-iPhone-Plus-MagSafe-Compatible-Scratch-Resistant/dp/B0B7B96Q6F/ref=sr_1_306?keywords=iPhone+14&qid=1677007664&sr=8-306
Symmetry Case Compatible with iPhone 14 Symmetry Phone Case for iPhone 14 Clear Case 6.1 inch,,$41.99,0%,3.6 out of 5 stars,3.6,https://www.amazon.ca/Symmetry-Compatible-iPhone-Phone-Clear/dp/B0BJPHVJDL/ref=sr_1_307?keywords=iPhone+14&qid=1677007664&sr=8-307
"SUPCASE Unicorn Beetle Mag Case for iPhone 14 Pro Max 6.7"", Compatible with MagSafe Shockproof Protective Slim Clear Case (Mauve)",,$25.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/SUPCASE-Unicorn-Compatible-Shockproof-Protective/dp/B0B82D4RWY/ref=sr_1_308?keywords=iPhone+14&qid=1677007664&sr=8-308
"YTanazing iPhone 14 Pro Max Clear Case with Camera Lens Protection Luxury Cute Plating Slim Thin Shockproof Protective Phone Case for Women Girls Men,Gold",,$16.07,0%,No reviews,0,https://www.amazon.ca/YTanazing-Protection-Plating-Shockproof-Protective/dp/B0BLNTD8RV/ref=sr_1_309?keywords=iPhone+14&qid=1677007664&sr=8-309
"DUEDUE for iPhone 14 Case,Liquid Silicone Soft Gel Rubber Slim Cover with Microfiber Cloth Lining Cushion Shockproof Full Body Protective Case for iPhone 14 Case 6.1"" 2022, Green",$13.99,$11.99,-14.3%,4.7 out of 5 stars,4.7,https://www.amazon.ca/DUEDUE-Silicone-Microfiber-Shockproof-Protective/dp/B0BP6LSMMP/ref=sr_1_310?keywords=iPhone+14&qid=1677007664&sr=8-310
